x,x_over_pi,native_sin,ref,abs_err
np.float32(102972.766),32777.249306,np.float32(0.36717272),np.float64(-0.7055636972344959),1.072736e+00
np.float32(102972.77),32777.251793,np.float32(0.35989478),np.float64(-0.7110784097516107),1.070973e+00
np.float32(102972.78),32777.254280,np.float32(0.35259485),np.float64(-0.7165497217076277),1.069145e+00
np.float32(102972.79),32777.256767,np.float32(0.34527344),np.float64(-0.7219772991618653),1.067251e+00
np.float32(102972.8),32777.259253,np.float32(0.33793092),np.float64(-0.7273608108429702),1.065292e+00
np.float32(102972.805),32777.261740,np.float32(0.3305678),np.float64(-0.7326999281691373),1.063268e+00
np.float32(102972.81),32777.264227,np.float32(0.32318446),np.float64(-0.7379943252681639),1.061179e+00
np.float32(102972.82),32777.266714,np.float32(0.31578144),np.float64(-0.7432436789973392),1.059025e+00
np.float32(102972.83),32777.269200,np.float32(0.30835915),np.float64(-0.7484476689631678),1.056807e+00
np.float32(102972.836),32777.271687,np.float32(0.300918),np.float64(-0.7536059775409245),1.054524e+00
np.float32(102972.84),32777.274174,np.float32(0.2934585),np.float64(-0.7587182898940408),1.052177e+00
np.float32(102972.85),32777.276661,np.float32(0.28598112),np.float64(-0.7637842939933203),1.049765e+00
np.float32(102972.86),32777.279148,np.float32(0.27848622),np.float64(-0.7688036806359839),1.047290e+00
np.float32(102972.87),32777.281634,np.float32(0.27097437),np.float64(-0.7737761434645419),1.044751e+00
np.float32(102972.875),32777.284121,np.float32(0.26344594),np.float64(-0.7787013789854924),1.042147e+00
np.float32(102972.88),32777.286608,np.float32(0.25590152),np.float64(-0.7835790865878446),1.039481e+00
np.float32(102972.89),32777.289095,np.float32(0.2483414),np.float64(-0.7884089685614671),1.036750e+00
np.float32(102972.9),32777.291582,np.float32(0.24076612),np.float64(-0.7931907301152584),1.033957e+00
np.float32(102972.91),32777.294068,np.float32(0.23317616),np.float64(-0.7979240793951394),1.031100e+00
np.float32(102972.914),32777.296555,np.float32(0.22557199),np.float64(-0.8026087275018667),1.028181e+00
np.float32(102972.92),32777.299042,np.float32(0.21795404),np.float64(-0.8072443885086652),1.025198e+00
np.float32(102972.93),32777.301529,np.float32(0.2103228),np.float64(-0.8118307794786804),1.022154e+00
np.float32(102972.94),32777.304016,np.float32(0.20267871),np.float64(-0.8163676204822464),1.019046e+00
np.float32(102972.945),32777.306502,np.float32(0.19502224),np.float64(-0.8208546346139722),1.015877e+00
np.float32(102972.95),32777.308989,np.float32(0.18735386),np.float64(-0.8252915480096421),1.012645e+00
np.float32(102972.96),32777.311476,np.float32(0.17967406),np.float64(-0.8296780898629311),1.009352e+00
np.float32(102972.97),32777.313963,np.float32(0.1719833),np.float64(-0.8340139924419336),1.005997e+00
np.float32(102972.98),32777.316450,np.float32(0.16428205),np.float64(-0.8382989911055043),1.002581e+00
np.float32(102972.984),32777.318936,np.float32(0.15657075),np.float64(-0.8425328243194102),9.991036e-01
np.float32(102972.99),32777.321423,np.float32(0.14884992),np.float64(-0.8467152336722943),9.955652e-01
np.float32(102973.0),32777.323910,np.float32(0.14111997),np.float64(-0.8508459638914463),9.919659e-01
np.float32(102973.01),32777.326397,np.float32(0.13338144),np.float64(-0.8549247628583843),9.883062e-01
np.float32(102973.016),32777.328884,np.float32(0.12563476),np.float64(-0.8589513816242423),9.845861e-01
np.float32(102973.02),32777.331370,np.float32(0.1178804),np.float64(-0.8629255744249648),9.808060e-01
np.float32(102973.03),32777.333857,np.float32(0.11011884),np.float64(-0.8668470986963069),9.769659e-01
np.float32(102973.04),32777.336344,np.float32(0.10235057),np.float64(-0.8707157150886395),9.730663e-01
np.float32(102973.05),32777.338831,np.float32(0.094576046),np.float64(-0.8745311874815574),9.691072e-01
np.float32(102973.055),32777.341318,np.float32(0.08679578),np.float64(-0.8782932829982917),9.650891e-01
np.float32(102973.06),32777.343804,np.float32(0.07901018),np.float64(-0.8820017720199224),9.610120e-01
np.float32(102973.07),32777.346291,np.float32(0.07121978),np.float64(-0.8856564281993938),9.568762e-01
np.float32(102973.08),32777.348778,np.float32(0.06342501),np.float64(-0.8892570284753297),9.526820e-01
np.float32(102973.086),32777.351265,np.float32(0.055626407),np.float64(-0.8928033530856474),9.484298e-01
np.float32(102973.09),32777.353752,np.float32(0.047824375),np.float64(-0.896295185580971),9.441196e-01
np.float32(102973.1),32777.356238,np.float32(0.040019423),np.float64(-0.8997323128378426),9.397517e-01
np.float32(102973.11),32777.358725,np.float32(0.03221205),np.float64(-0.9031145250717301),9.353266e-01
np.float32(102973.12),32777.361212,np.float32(0.024402697),np.float64(-0.9064416158498313),9.308443e-01
np.float32(102973.125),32777.363699,np.float32(0.016591867),np.float64(-0.9097133821036735),9.263052e-01
np.float32(102973.13),32777.366186,np.float32(0.008780011),np.float64(-0.9129296241415079),9.217096e-01
np.float32(102973.14),32777.368672,np.float32(0.0009676336),np.float64(-0.9160901456604977),9.170578e-01
np.float32(102973.15),32777.371159,np.float32(0.0),np.float64(-0.9191947537586993),9.191948e-01
np.float32(102973.16),32777.373646,np.float32(0.0),np.float64(-0.922243258946836),9.222433e-01
np.float32(102973.164),32777.376133,np.float32(0.0),np.float64(-0.9252354751598638),9.252355e-01
np.float32(102973.17),32777.378620,np.float32(0.0),np.float64(-0.9281712197683275),9.281712e-01
np.float32(102973.18),32777.381106,np.float32(0.0),np.float64(-0.9310503135895075),9.310503e-01
np.float32(102973.19),32777.383593,np.float32(0.0),np.float64(-0.9338725808983566),9.338726e-01
np.float32(102973.195),32777.386080,np.float32(0.0),np.float64(-0.9366378494382244),9.366378e-01
np.float32(102973.2),32777.388567,np.float32(0.0),np.float64(-0.9393459504313723),9.393460e-01
np.float32(102973.21),32777.391053,np.float32(0.0),np.float64(-0.9419967185892735),9.419967e-01
np.float32(102973.22),32777.393540,np.float32(0.0),np.float64(-0.9445899921227022),9.445900e-01
np.float32(102973.23),32777.396027,np.float32(0.0),np.float64(-0.9471256127516083),9.471256e-01
np.float32(102973.234),32777.398514,np.float32(0.0),np.float64(-0.9496034257147777),9.496034e-01
np.float32(102973.24),32777.401001,np.float32(0.0),np.float64(-0.9520232797792781),9.520233e-01
np.float32(102973.25),32777.403487,np.float32(0.0),np.float64(-0.9543850272496899),9.543850e-01
np.float32(102973.26),32777.405974,np.float32(0.0),np.float64(-0.9566885239771203),9.566885e-01
np.float32(102973.266),32777.408461,np.float32(0.0),np.float64(-0.9589336293680019),9.589336e-01
np.float32(102973.27),32777.410948,np.float32(0.0),np.float64(-0.9611202063926731),9.611202e-01
np.float32(102973.28),32777.413435,np.float32(0.0),np.float64(-0.9632481215937425),9.632481e-01
np.float32(102973.29),32777.415921,np.float32(0.0),np.float64(-0.9653172450942339),9.653172e-01
np.float32(102973.3),32777.418408,np.float32(0.0),np.float64(-0.9673274506055134),9.673275e-01
np.float32(102973.305),32777.420895,np.float32(0.0),np.float64(-0.9692786154349976),9.692786e-01
np.float32(102973.31),32777.423382,np.float32(0.0),np.float64(-0.9711706204936421),9.711706e-01
np.float32(102973.32),32777.425869,np.float32(0.0),np.float64(-0.9730033503032097),9.730034e-01
np.float32(102973.33),32777.428355,np.float32(0.0),np.float64(-0.9747766930033193),9.747767e-01
np.float32(102973.336),32777.430842,np.float32(0.0),np.float64(-0.9764905403582723),9.764905e-01
np.float32(102973.34),32777.433329,np.float32(0.0),np.float64(-0.97814478776366),9.781448e-01
np.float32(102973.35),32777.435816,np.float32(0.0),np.float64(-0.9797393342527468),9.797393e-01
np.float32(102973.36),32777.438303,np.float32(0.0),np.float64(-0.9812740825026338),9.812741e-01
np.float32(102973.37),32777.440789,np.float32(0.0),np.float64(-0.982748938840198),9.827489e-01
np.float32(102973.375),32777.443276,np.float32(0.0),np.float64(-0.9841638132478104),9.841638e-01
np.float32(102973.38),32777.445763,np.float32(0.0),np.float64(-0.9855186193688298),9.855186e-01
np.float32(102973.39),32777.448250,np.float32(0.0),np.float64(-0.9868132745128733),9.868133e-01
np.float32(102973.4),32777.450737,np.float32(0.0),np.float64(-0.9880476996608638),9.880477e-01
np.float32(102973.41),32777.453223,np.float32(0.0),np.float64(-0.9892218194698528),9.892218e-01
np.float32(102973.414),32777.455710,np.float32(0.0),np.float64(-0.9903355622776189),9.903356e-01
np.float32(102973.42),32777.458197,np.float32(0.0),np.float64(-0.9913888601070413),9.913889e-01
np.float32(102973.43),32777.460684,np.float32(0.0),np.float64(-0.9923816486702496),9.923816e-01
np.float32(102973.44),32777.463171,np.float32(0.0),np.float64(-0.9933138673725469),9.933139e-01
np.float32(102973.445),32777.465657,np.float32(0.0),np.float64(-0.9941854593161084),9.941855e-01
np.float32(102973.45),32777.468144,np.float32(0.0),np.float64(-0.9949963713034542),9.949964e-01
np.float32(102973.46),32777.470631,np.float32(0.0),np.float64(-0.9957465538406962),9.957466e-01
np.float32(102973.47),32777.473118,np.float32(0.0),np.float64(-0.996435961140559),9.964360e-01
np.float32(102973.48),32777.475605,np.float32(0.0),np.float64(-0.9970645511251742),9.970646e-01
np.float32(102973.484),32777.478091,np.float32(0.0),np.float64(-0.997632285428649),9.976323e-01
np.float32(102973.49),32777.480578,np.float32(0.0),np.float64(-0.998139129399408),9.981391e-01
np.float32(102973.5),32777.483065,np.float32(0.0),np.float64(-0.9985850521023073),9.985851e-01
np.float32(102973.51),32777.485552,np.float32(0.0),np.float64(-0.9989700263205236),9.989700e-01
np.float32(102973.516),32777.488039,np.float32(0.0),np.float64(-0.9992940285572148),9.992940e-01
np.float32(102973.52),32777.490525,np.float32(0.0),np.float64(-0.9995570390369545),9.995570e-01
np.float32(102973.53),32777.493012,np.float32(0.0),np.float64(-0.9997590417069384),9.997590e-01
np.float32(102973.54),32777.495499,np.float32(0.0),np.float64(-0.9999000242379648),9.999000e-01
np.float32(102973.55),32777.497986,np.float32(0.0),np.float64(-0.9999799780251867),9.999800e-01
np.float32(102973.555),32777.500473,np.float32(0.99988955),np.float64(-0.999998898188637),1.999888e+00
np.float32(102973.56),32777.502959,np.float32(0.9999658),np.float64(-0.9999567835735262),1.999923e+00
np.float32(102973.57),32777.505446,np.float32(1.0),np.float64(-0.9998536367503138),1.999854e+00
np.float32(102973.58),32777.507933,np.float32(1.0),np.float64(-0.9996894640145499),1.999689e+00
np.float32(102973.586),32777.510420,np.float32(0.9998741),np.float64(-0.9994642753864922),1.999338e+00
np.float32(102973.59),32777.512906,np.float32(0.9997063),np.float64(-0.999178084610494),1.998884e+00
np.float32(102973.6),32777.515393,np.float32(0.99951714),np.float64(-0.998830909154165),1.998348e+00
np.float32(102973.61),32777.517880,np.float32(0.99925584),np.float64(-0.9984227702073057),1.997679e+00
np.float32(102973.62),32777.520367,np.float32(0.99892414),np.float64(-0.997953692680614),1.996878e+00
np.float32(102973.625),32777.522854,np.float32(0.99853134),np.float64(-0.9974237052041641),1.995955e+00
np.float32(102973.63),32777.525340,np.float32(0.99807763),np.float64(-0.9968328401256601),1.994910e+00
np.float32(102973.64),32777.527827,np.float32(0.99756294),np.float64(-0.9961811335084609),1.993744e+00
np.float32(102973.65),32777.530314,np.float32(0.9969874),np.float64(-0.9954686251293794),1.992456e+00
np.float32(102973.66),32777.532801,np.float32(0.99635106),np.float64(-0.9946953584762547),1.991046e+00
np.float32(102973.664),32777.535288,np.float32(0.9956538),np.float64(-0.9938613807452977),1.989515e+00
np.float32(102973.67),32777.537774,np.float32(0.9948959),np.float64(-0.9929667428382106),1.987863e+00
np.float32(102973.68),32777.540261,np.float32(0.9940772),np.float64(-0.9920114993590802),1.986089e+00
np.float32(102973.69),32777.542748,np.float32(0.99319786),np.float64(-0.9909957086110448),1.984194e+00
np.float32(102973.695),32777.545235,np.float32(0.9922579),np.float64(-0.9899194325927362),1.982177e+00
np.float32(102973.7),32777.547722,np.float32(0.9912573),np.float64(-0.9887827369944951),1.980040e+00
np.float32(102973.71),32777.550208,np.float32(0.9901963),np.float64(-0.9875856911943623),1.977782e+00
np.float32(102973.72),32777.552695,np.float32(0.98907477),np.float64(-0.9863283682538436),1.975403e+00
np.float32(102973.73),32777.555182,np.float32(0.9878929),np.float64(-0.9850108449134506),1.972904e+00
np.float32(102973.734),32777.557669,np.float32(0.9866508),np.float64(-0.9836332015880174),1.970284e+00
np.float32(102973.74),32777.560156,np.float32(0.98534846),np.float64(-0.9821955223617919),1.967544e+00
np.float32(102973.75),32777.562642,np.float32(0.98398596),np.float64(-0.980697894983304),1.964684e+00
np.float32(102973.76),32777.565129,np.float32(0.9825634),np.float64(-0.9791404108600098),1.961704e+00
np.float32(102973.766),32777.567616,np.float32(0.98108083),np.float64(-0.9775231650527126),1.958604e+00
np.float32(102973.77),32777.570103,np.float32(0.97953844),np.float64(-0.975846256269761),1.955385e+00
np.float32(102973.78),32777.572590,np.float32(0.9779362),np.float64(-0.9741097868610239),1.952046e+00
np.float32(102973.79),32777.575076,np.float32(0.9762744),np.float64(-0.9723138628116439),1.948588e+00
np.float32(102973.8),32777.577563,np.float32(0.97455287),np.float64(-0.9704585937355685),1.945011e+00
np.float32(102973.805),32777.580050,np.float32(0.97277194),np.float64(-0.9685440928688598),1.941316e+00
np.float32(102973.81),32777.582537,np.float32(0.9709316),np.float64(-0.9665704770627828),1.937502e+00
np.float32(102973.82),32777.585024,np.float32(0.969032),np.float64(-0.964537866776674),1.933570e+00
np.float32(102973.83),32777.587510,np.float32(0.96707326),np.float64(-0.9624463860705887),1.929520e+00
np.float32(102973.836),32777.589997,np.float32(0.9650555),np.float64(-0.9602961625977295),1.925352e+00
np.float32(102973.84),32777.592484,np.float32(0.96297884),np.float64(-0.9580873275966545),1.921066e+00
np.float32(102973.85),32777.594971,np.float32(0.9608434),np.float64(-0.9558200158832673),1.916663e+00
np.float32(102973.86),32777.597458,np.float32(0.95864934),np.float64(-0.9534943658425887),1.912144e+00
np.float32(102973.87),32777.599944,np.float32(0.9563967),np.float64(-0.9511105194203104),1.907507e+00
np.float32(102973.875),32777.602431,np.float32(0.95408577),np.float64(-0.9486686221141313),1.902754e+00
np.float32(102973.88),32777.604918,np.float32(0.9517166),np.float64(-0.9461688229648769),1.897885e+00
np.float32(102973.89),32777.607405,np.float32(0.94928926),np.float64(-0.9436112745474028),1.892901e+00
np.float32(102973.9),32777.609892,np.float32(0.94680405),np.float64(-0.9409961329612824),1.887800e+00
np.float32(102973.91),32777.612378,np.float32(0.944261),np.float64(-0.938323557821279),1.882585e+00
np.float32(102973.914),32777.614865,np.float32(0.9416604),np.float64(-0.9355937122476043),1.877254e+00
np.float32(102973.92),32777.617352,np.float32(0.9390023),np.float64(-0.932806762855962),1.871809e+00
np.float32(102973.93),32777.619839,np.float32(0.93628687),np.float64(-0.9299628797473786),1.866250e+00
np.float32(102973.94),32777.622326,np.float32(0.93351424),np.float64(-0.9270622364978208),1.860576e+00
np.float32(102973.945),32777.624812,np.float32(0.9306847),np.float64(-0.9241050101476024),1.854790e+00
np.float32(102973.95),32777.627299,np.float32(0.92779833),np.float64(-0.9210913811905775),1.848890e+00
np.float32(102973.96),32777.629786,np.float32(0.92485535),np.float64(-0.9180215335631251),1.842877e+00
np.float32(102973.97),32777.632273,np.float32(0.9218559),np.float64(-0.9148956546329216),1.836752e+00
np.float32(102973.98),32777.634760,np.float32(0.91880023),np.float64(-0.9117139351875054),1.830514e+00
np.float32(102973.984),32777.637246,np.float32(0.91568846),np.float64(-0.9084765694226326),1.824165e+00
np.float32(102973.99),32777.639733,np.float32(0.91252077),np.float64(-0.9051837549304231),1.817705e+00
np.float32(102974.0),32777.642220,np.float32(0.9092974),np.float64(-0.901835692687302),1.811133e+00
np.float32(102974.01),32777.644707,np.float32(0.90601856),np.float64(-0.898432587041732),1.804451e+00
np.float32(102974.016),32777.647193,np.float32(0.9026844),np.float64(-0.8949746457017415),1.797659e+00
